(morp)	B_PS	B_OG	B_LC	B_DT	B_TI	I_PS	I_OG	I_LC	I_DT	I_TI	O	I
비공식	0	0	0	0	0	0	0	0	0	0	3	0
民	0	0	0	0	0	0	0	0	0	0	2	0
색긔	0	0	0	0	0	0	0	0	0	0	2	0
홈웨어	0	0	0	0	0	0	0	0	0	0	2	0
기어가	0	0	0	0	0	0	0	0	0	0	1	0
무대	0	0	0	0	0	0	0	0	0	0	11	0
차지	0	0	0	0	0	0	0	0	0	0	11	0
고광순씨	1	0	0	0	0	0	0	0	0	0	0	0
아현동	0	0	0	0	0	0	0	0	0	0	1	0
학용품	0	0	0	0	0	0	0	0	0	0	1	0
만행	0	0	0	0	0	0	0	0	0	0	2	0
이야기체	0	0	0	0	0	0	0	0	0	0	1	0
만국	0	0	1	0	0	0	0	0	0	0	0	0
일관	0	0	0	0	0	0	0	0	0	0	4	0
팽만	0	0	0	0	0	0	0	0	0	0	1	0
초봄	0	0	0	1	0	0	0	0	0	0	0	0
임원선임	0	0	0	0	0	0	0	0	0	0	1	0
아사히	0	0	0	0	0	0	0	0	0	0	0	1
시원히	0	0	0	0	0	0	0	0	0	0	1	0
지병	0	0	0	0	0	0	0	0	0	0	1	0
설득	0	0	0	0	0	0	0	0	0	0	5	0
별채	0	0	0	0	0	0	0	0	0	0	2	0
데카르트주의	0	0	0	0	0	0	0	0	0	0	1	0
가난	0	0	0	0	0	0	0	0	0	0	2	0
유럽자유무역연합	0	1	0	0	0	0	0	0	0	0	0	0
누이	0	0	0	0	0	0	0	0	0	0	2	0
개인사생활	0	0	0	0	0	0	0	0	0	0	1	0
만나	0	0	0	0	0	0	0	0	0	0	61	0
여념	0	0	0	0	0	0	0	0	0	0	2	0
시설개선	0	0	0	0	0	0	0	0	0	0	1	0
체코슬로바키아	0	0	1	0	0	0	0	0	0	0	0	0
여성지	0	0	0	0	0	0	0	0	0	0	3	0
군령	0	0	0	0	0	0	0	0	0	0	1	0
흙	0	0	0	0	0	0	0	0	0	0	1	0
게으름	0	0	0	0	0	0	0	0	0	0	1	0
외지	0	0	0	0	0	0	0	0	0	0	2	0
다리품	0	0	0	0	0	0	0	0	0	0	1	0
막스	1	0	0	0	0	0	0	0	0	0	0	0
상반	0	0	0	0	0	0	0	0	0	0	2	0
연구원	0	0	0	0	0	0	0	0	0	0	2	0
허리춤	0	0	0	0	0	0	0	0	0	0	1	0
김동진	1	0	0	0	0	0	0	0	0	0	0	0
얌	2	0	0	0	0	0	0	0	0	0	0	0
햇빛	0	0	0	0	0	0	0	0	0	0	1	0
배관공	0	0	0	0	0	0	0	0	0	0	1	0
뼈대	0	0	0	0	0	0	0	0	0	0	1	0
붙들	0	0	0	0	0	0	0	0	0	0	2	0
첨성대	0	0	0	0	0	0	0	0	0	0	1	0
創造	0	0	0	0	0	0	0	0	0	0	1	0
만수산	0	0	2	0	0	0	0	0	0	0	1	0
빌빌대	0	0	0	0	0	0	0	0	0	0	1	0
올라프	1	0	0	0	0	0	0	0	0	0	0	0
당초	0	0	0	0	0	0	0	0	0	0	13	0
鄭夢周	2	0	0	0	0	0	0	0	0	0	0	0
마네킹	0	0	0	0	0	0	0	0	0	0	1	0
표방	0	0	0	0	0	0	0	0	0	0	6	0
고립주의자	0	0	0	0	0	0	0	0	0	0	1	0
외판일	0	0	0	0	0	0	0	0	0	0	1	0
중앙홀	0	0	0	0	0	0	0	0	0	0	1	0
빼빼	4	0	0	0	0	0	0	0	0	0	0	0
아빠	0	0	0	0	0	0	0	0	0	0	8	0
사회각계	0	0	0	0	0	0	0	0	0	0	1	0
간과	0	0	0	0	0	0	0	0	0	0	2	0
장작	0	0	0	0	0	0	0	0	0	0	1	0
깔끔	0	0	0	0	0	0	0	0	0	0	3	0
천벌	0	0	0	0	0	0	0	0	0	0	1	0
보첼리	0	0	0	0	0	0	0	0	0	0	0	1
지점	0	0	0	0	0	0	0	0	0	0	2	0
교원임용	0	0	0	0	0	0	0	0	0	0	1	0
교장	0	0	0	0	0	0	0	0	0	0	11	0
원로	0	0	0	0	0	0	0	0	0	0	2	0
아무렇	0	0	0	0	0	0	0	0	0	0	4	0
자본	0	0	0	0	0	0	0	0	0	0	2	0
확정판결	0	0	0	0	0	0	0	0	0	0	1	0
부녀연구	0	0	0	0	0	0	0	0	0	0	1	0
이데올로기	0	0	0	0	0	0	0	0	0	0	4	0
법통	0	0	0	0	0	0	0	0	0	0	1	0
교육정보	0	0	0	0	0	0	0	0	0	0	1	0
인부	0	0	0	0	0	0	0	0	0	0	1	0
편의	0	0	0	0	0	0	0	0	0	0	1	0
민주	0	2	0	0	0	0	0	0	0	0	12	0
애매	0	0	0	0	0	0	0	0	0	0	1	0
빠뜨리	0	0	0	0	0	0	0	0	0	0	2	0
부인	0	0	0	0	0	0	0	0	0	0	12	0
단순	0	0	0	0	0	0	0	0	0	0	8	0
비즈니스	0	0	0	0	0	0	0	0	0	0	1	0
다락방	0	0	0	0	0	0	0	0	0	0	1	0
작동	0	0	0	0	0	0	0	0	0	0	4	0
첫	0	0	0	0	0	0	0	0	0	0	17	0
꿀리	0	0	0	0	0	0	0	0	0	0	1	0
선두	0	0	0	0	0	0	0	0	0	0	2	0
화합	0	0	0	0	0	0	0	0	0	0	2	0
속보	0	0	0	0	0	0	0	0	0	0	2	0
광주리	0	0	0	0	0	0	0	0	0	0	1	0
TK	0	0	1	0	0	0	0	0	0	0	0	0
박물관	0	0	0	0	0	0	0	0	0	0	3	1
놀라	0	0	0	0	0	0	0	0	0	0	15	0
학부모	0	0	0	0	0	0	0	0	0	0	1	0
절대액	0	0	0	0	0	0	0	0	0	0	1	0
회색	0	0	0	0	0	0	0	0	0	0	1	0
경제체제	0	0	0	0	0	0	0	0	0	0	1	0
바그너	2	0	0	0	0	0	0	0	0	0	0	0
사십	0	0	0	0	0	0	0	0	0	0	1	0
당연직	0	0	0	0	0	0	0	0	0	0	1	0
입지	0	0	0	0	0	0	0	0	0	0	2	0
무다리	0	0	0	0	0	0	0	0	0	0	2	0
미술대전	0	0	0	0	0	0	0	0	0	0	2	0
동공	0	0	0	0	0	0	0	0	0	0	1	0
사주	0	0	0	0	0	0	0	0	0	0	1	0
깨끗	0	0	0	0	0	0	0	0	0	0	2	0
36	0	0	0	2	0	0	0	0	0	0	1	0
깡패두목	0	0	0	0	0	0	0	0	0	0	1	0
국립의료원	0	1	0	0	0	0	0	0	0	0	0	0
카스트로	4	0	0	0	0	0	0	0	0	0	0	1
징벌	0	0	0	0	0	0	0	0	0	0	1	0
예술단	0	0	0	0	0	0	0	0	0	0	1	0
영화관련	0	0	0	0	0	0	0	0	0	0	1	0
의자	0	0	0	0	0	0	0	0	0	0	1	0
뭇매	0	0	0	0	0	0	0	0	0	0	1	0
끝부분	0	0	0	0	0	0	0	0	0	0	1	0
동사무소	0	3	0	0	0	0	0	0	0	0	0	0
민족	0	0	0	0	0	0	0	0	0	0	15	0
예술	0	0	0	0	0	0	0	0	0	0	9	0
祝祭	0	0	0	0	0	0	0	0	0	0	2	0
페로	9	0	0	0	0	0	0	0	0	0	0	0
레바논	0	0	3	0	0	0	0	0	0	0	0	0
씨라노	0	0	0	0	0	0	0	0	0	0	1	0
도시문명	0	0	0	0	0	0	0	0	0	0	1	0
동구	0	0	4	0	0	0	0	0	0	0	1	0
업소간	0	0	0	0	0	0	0	0	0	0	1	0
D	0	0	0	0	0	0	0	0	0	0	1	0
상설전시	0	0	0	0	0	0	0	0	0	0	2	0
문화방송사	0	0	0	0	0	0	0	0	0	0	2	0
백만	0	0	0	0	0	0	0	0	0	0	10	0
동물자원	0	0	0	0	0	0	0	0	0	0	1	0
야당	0	14	0	0	0	0	0	0	0	0	0	0
색	0	0	0	0	0	0	0	0	0	0	1	0
게끔	0	0	0	0	0	0	0	0	0	0	1	0
전후	0	0	0	0	0	0	0	0	0	0	7	1
흙벽건물	0	0	0	0	0	0	0	0	0	0	1	0
모략	0	0	0	0	0	0	0	0	0	0	1	0
헤스턴	0	0	0	0	0	0	0	0	0	0	0	4
쫓	0	0	0	0	0	0	0	0	0	0	4	0
원형	0	0	0	0	0	0	0	0	0	0	3	0
까까머리	0	0	0	0	0	0	0	0	0	0	1	0
진공	0	0	0	0	0	0	0	0	0	0	2	0
골몰	0	0	0	0	0	0	0	0	0	0	1	0
강군	0	1	0	0	0	0	0	0	0	0	0	0
조직검사	0	0	0	0	0	0	0	0	0	0	1	0
평등	0	0	0	0	0	0	0	0	0	0	2	0
당도	0	0	0	0	0	0	0	0	0	0	2	0
자화상	0	0	0	0	0	0	0	0	0	0	1	0
연극인	0	0	0	0	0	0	0	0	0	0	4	0
학부모연대	0	0	0	0	0	0	0	0	0	0	0	1
여성정치	0	1	0	0	0	0	0	0	0	0	0	0
4	0	2	0	23	4	0	0	0	0	0	51	17
확대	0	0	0	0	0	0	0	0	0	0	7	0
조명부	0	0	0	0	0	0	0	0	0	0	3	0
침묵	0	0	0	0	0	0	0	0	0	0	2	0
민족해방	0	0	0	0	0	0	0	0	0	0	2	0
되뇌	0	0	0	0	0	0	0	0	0	0	1	0
대략	0	0	0	0	0	0	0	0	0	0	2	0
슬로바키아인	0	0	0	0	0	0	0	0	0	0	1	0
왕립학회	0	15	0	0	0	0	0	0	0	0	1	0
在明明德	0	0	0	0	0	0	0	0	0	0	1	0
강경	0	0	0	0	0	0	0	0	0	0	1	0
돌	0	0	0	0	0	0	0	0	0	0	50	0
버티	0	0	0	0	0	0	0	0	0	0	4	0
정치활동	0	0	0	0	0	0	0	0	0	0	2	0
진세	0	0	0	0	0	0	0	0	0	0	1	0
이관	0	0	0	0	0	0	0	0	0	0	4	0
마련	0	0	0	0	0	0	0	0	0	0	37	0
구두닦이	0	0	0	0	0	0	0	0	0	0	1	0
호텔	0	0	0	0	0	0	0	0	0	0	4	0
치달리	0	0	0	0	0	0	0	0	0	0	1	0
집안일	0	0	0	0	0	0	0	0	0	0	1	0
76	0	0	0	4	0	0	0	0	0	0	1	0
라반	0	0	0	0	0	0	0	0	0	0	0	1
앙심	0	0	0	0	0	0	0	0	0	0	1	0
ㅁ	0	0	0	0	0	0	0	0	0	0	160	0
얼	0	0	0	0	0	0	0	0	0	0	7	0
학계	0	0	0	0	0	0	0	0	0	0	3	0
골목	0	0	0	0	0	0	0	0	0	0	10	0
딸	0	0	0	0	0	0	0	0	0	0	13	0
국제통화기금	0	4	0	0	0	0	0	0	0	0	0	0
플랑드르어	0	0	0	0	0	0	0	0	0	0	1	0
통일한국	0	0	1	0	0	0	0	0	0	0	0	0
연약	0	0	0	0	0	0	0	0	0	0	2	0
패턴	0	0	0	0	0	0	0	0	0	0	0	1
허름	0	0	0	0	0	0	0	0	0	0	1	0
기록장	0	0	0	0	0	0	0	0	0	0	1	0
가불	0	0	0	0	0	0	0	0	0	0	1	0
민간사업자	0	0	0	0	0	0	0	0	0	0	1	0
진보	0	0	0	0	0	0	0	0	0	0	2	0
건드리	0	0	0	0	0	0	0	0	0	0	3	0
시퐁	0	0	0	0	0	0	0	0	0	0	1	0
전혀	0	0	0	0	0	0	0	0	0	0	13	0
국어선생	0	0	0	0	0	0	0	0	0	0	1	0
적정	0	0	0	0	0	0	0	0	0	0	2	0
우르바누스	1	0	0	0	0	0	0	0	0	0	0	0
잔잔	0	0	0	0	0	0	0	0	0	0	2	0
서울국제	0	0	0	0	0	0	0	0	0	0	1	0
공동제작자	0	0	0	0	0	0	0	0	0	0	1	0
화신	0	0	0	0	0	0	0	0	0	0	1	0
여자	0	0	0	0	0	0	0	0	0	0	17	0
본격활동	0	0	0	0	0	0	0	0	0	0	1	0
산동성	0	0	1	0	0	0	0	0	0	0	0	0
사목활동	0	0	0	0	0	0	0	0	0	0	1	0
그야말로	0	0	0	0	0	0	0	0	0	0	1	0
닐슨	0	1	0	0	0	0	0	0	0	0	0	0
천명	0	0	0	0	0	0	0	0	0	0	5	0
김종영	1	0	0	0	0	0	0	0	0	0	0	0
적대	0	0	0	0	0	0	0	0	0	0	3	0
김부식	13	0	0	0	0	0	0	0	0	0	0	0
EC	0	9	0	0	0	0	0	0	0	0	0	0
일왕	0	0	0	0	0	0	0	0	0	0	1	0
라미	1	0	0	0	0	0	0	0	0	0	0	0
강릉	0	0	1	0	0	0	0	0	0	0	0	0
넉넉	0	0	0	0	0	0	0	0	0	0	1	0
연산동	0	0	1	0	0	0	0	0	0	0	0	0
신축이전	0	0	0	0	0	0	0	0	0	0	1	0
듯	0	0	0	0	0	0	0	0	0	0	65	0
겁내	0	0	0	0	0	0	0	0	0	0	1	0
촌사람	0	0	0	0	0	0	0	0	0	0	1	0
羅漢	0	0	0	0	0	0	0	0	0	0	2	0
무지	0	0	0	0	0	0	0	0	0	0	2	0
북한군	0	1	0	0	0	0	0	0	0	0	0	0
통일비용	0	0	0	0	0	0	0	0	0	0	1	0
도서관	0	1	0	0	0	0	0	0	0	0	6	1
공동연구	0	0	0	0	0	0	0	0	0	0	1	0
교육평가서	0	0	0	0	0	0	0	0	0	0	1	0
시큰	0	0	0	0	0	0	0	0	0	0	1	0
연극회생	0	1	0	0	0	0	0	0	0	0	0	0
작성	0	0	0	0	0	0	0	0	0	0	2	0
개정안	0	0	0	0	0	0	0	0	0	0	3	0
제동장치	0	0	0	0	0	0	0	0	0	0	1	0
넝마주이	0	0	0	0	0	0	0	0	0	0	1	0
임금동결	0	0	0	0	0	0	0	0	0	0	2	0
이스라엘군	0	3	0	0	0	0	0	0	0	0	0	0
위장	0	0	0	0	0	0	0	0	0	0	3	0
손도끼	0	0	0	0	0	0	0	0	0	0	1	0
사고	0	0	0	0	0	0	0	0	0	0	16	0
곁	0	0	0	0	0	0	0	0	0	0	6	0
이발관	0	0	0	0	0	0	0	0	0	0	1	0
휘둥그렇	0	0	0	0	0	0	0	0	0	0	1	0
박탈	0	0	0	0	0	0	0	0	0	0	3	0
가운데	0	0	0	0	0	0	0	0	0	0	31	0
atomism	0	0	0	0	0	0	0	0	0	0	1	0
與野	0	2	0	0	0	0	0	0	0	0	0	0
장남	0	0	0	0	0	0	0	0	0	0	1	0
대치	0	0	0	0	0	0	0	0	0	0	1	0
다녀가	0	0	0	0	0	0	0	0	0	0	1	0
파견근로	0	0	0	0	0	0	0	0	0	0	1	0
body	0	0	0	0	0	0	0	0	0	0	2	0
일제단속	0	0	0	0	0	0	0	0	0	0	1	0
작업장	0	0	0	0	0	0	0	0	0	0	2	0
최충대	1	0	0	0	0	0	0	0	0	0	0	0
읽	0	0	0	0	0	0	0	0	0	0	19	0
이념차이	0	0	0	0	0	0	0	0	0	0	1	0
개화파	0	0	0	0	0	0	0	0	0	0	1	0
주임	0	0	0	0	0	0	0	0	0	0	2	0
국방부	0	1	0	0	0	0	0	0	0	0	0	0
반증	0	0	0	0	0	0	0	0	0	0	1	0
institutionalize	0	0	0	0	0	0	0	0	0	0	1	0
이르	0	0	0	0	0	0	0	0	0	0	54	0
자본주의	0	0	0	0	0	0	0	0	0	0	2	0
가누	0	0	0	0	0	0	0	0	0	0	1	0
민요	0	0	0	0	0	0	0	0	0	0	1	0
작품집	0	0	0	0	0	0	0	0	0	0	2	0
성폭력상담소	0	0	0	0	0	0	0	0	0	0	0	2
아무래두	0	0	0	0	0	0	0	0	0	0	1	0
마사부식토	0	0	0	0	0	0	0	0	0	0	1	0
보라돌이	3	0	0	0	0	0	0	0	0	0	0	0
멀거니	0	0	0	0	0	0	0	0	0	0	1	0
부여	0	0	0	0	0	0	0	0	0	0	8	0
격정	0	0	0	0	0	0	0	0	0	0	2	0
참견	0	0	0	0	0	0	0	0	0	0	1	0
여차	0	0	0	0	0	0	0	0	0	0	1	0
말짱	0	0	0	0	0	0	0	0	0	0	1	0
물의	0	0	0	0	0	0	0	0	0	0	1	0
구경	0	0	0	0	0	0	0	0	0	0	12	0
식사	0	0	0	0	0	0	0	0	0	0	4	0
당내	0	0	0	0	0	0	0	0	0	0	2	0
직업소개소	0	0	0	0	0	0	0	0	0	0	1	0
실마리	0	0	0	0	0	0	0	0	0	0	4	0
대회장	0	0	0	0	0	0	0	0	0	0	2	0
요나	1	0	0	0	0	0	0	0	0	0	0	0
탄알	0	0	0	0	0	0	0	0	0	0	1	0
경제특구	0	0	0	0	0	0	0	0	0	0	1	0
오랜만	0	0	0	0	0	0	0	0	0	0	1	0
최저기온	0	0	0	0	0	0	0	0	0	0	1	0
섹시	0	0	0	0	0	0	0	0	0	0	2	0
요금	0	0	0	0	0	0	0	0	0	0	1	0
27	0	0	0	5	0	0	0	0	0	0	8	2
활용	0	0	0	0	0	0	0	0	0	0	1	0
노원구	0	0	1	0	0	0	0	0	0	0	0	0
양분	0	0	0	0	0	0	0	0	0	0	1	0
원리	0	0	0	0	0	0	0	0	0	0	1	0
궁극	0	0	0	0	0	0	0	0	0	0	2	0
즉흥	0	0	0	0	0	0	0	0	0	0	1	0
규명	0	0	0	0	0	0	0	0	0	0	5	0
떨어지	0	0	0	0	0	0	0	0	0	0	21	0
존경	0	0	0	0	0	0	0	0	0	0	4	0
모형탑	0	0	0	0	0	0	0	0	0	0	1	0
술잔	0	0	0	0	0	0	0	0	0	0	4	0
사법공조	0	0	0	0	0	0	0	0	0	0	1	0
律法	0	0	0	0	0	0	0	0	0	0	1	0
아삽	1	0	0	0	0	0	0	0	0	0	0	0
거대	0	0	0	0	0	0	0	0	0	0	3	0
초상	0	0	0	0	0	0	0	0	0	0	1	0
나누	0	0	0	0	0	0	0	0	0	0	11	0
소프트웨어	0	0	0	0	0	0	0	0	0	0	1	0
사인	0	0	0	0	0	0	0	0	0	0	3	0
법체계	0	0	0	0	0	0	0	0	0	0	1	0
대한민국	0	0	5	0	0	0	0	0	0	0	0	0
털	0	0	0	0	0	0	0	0	0	0	6	0
섭렵	0	0	0	0	0	0	0	0	0	0	1	0
解土	0	0	0	0	0	0	0	0	0	0	1	0
홍콩가요	0	0	1	0	0	0	0	0	0	0	0	0
탈피	0	0	0	0	0	0	0	0	0	0	1	0
비록	0	0	0	0	0	0	0	0	0	0	15	0
인권탄압	0	0	0	0	0	0	0	0	0	0	1	0
최초	0	0	0	0	0	0	0	0	0	0	7	0
좇	0	0	0	0	0	0	0	0	0	0	2	0
시다	0	0	0	0	0	0	0	0	0	0	2	0
한자리	0	0	0	0	0	0	0	0	0	0	3	0
동두천	0	0	1	0	0	0	0	0	0	0	0	0
할리우드	0	0	1	0	0	0	0	0	0	0	1	0
가나안	0	0	2	0	0	0	0	0	0	0	0	0
신변보호	0	0	0	0	0	0	0	0	0	0	1	0
교육청	0	8	0	0	0	0	0	0	0	0	1	0
민주통일	0	1	0	0	0	0	0	0	0	0	0	0
하루종일	0	0	0	1	0	0	0	0	0	0	0	0
모니오빠	1	0	0	0	0	0	0	0	0	0	0	0
파탄	0	0	0	0	0	0	0	0	0	0	1	0
불명	0	0	0	0	0	0	0	0	0	0	1	0
地下鐵	0	0	0	0	0	0	0	0	0	0	1	0
중단	0	0	0	0	0	0	0	0	0	0	9	0
발해	0	0	1	0	0	0	0	0	0	0	0	0
니카라과	0	0	1	0	0	0	0	0	0	0	0	0
공부	0	0	0	0	0	0	0	0	0	0	19	0
이리저리	0	0	0	0	0	0	0	0	0	0	3	0
서	13	0	0	0	0	0	0	0	0	0	102	1
아낙	0	0	0	0	0	0	0	0	0	0	2	0
厄	0	0	0	0	0	0	0	0	0	0	1	0
의학지식	0	0	0	0	0	0	0	0	0	0	2	0
사립	0	0	0	0	0	0	0	0	0	0	1	0
자극	0	0	0	0	0	0	0	0	0	0	5	0
불화	0	0	0	0	0	0	0	0	0	0	1	0
부적	0	0	0	0	0	0	0	0	0	0	1	0
준비물	0	0	0	0	0	0	0	0	0	0	2	0
여성상	0	0	0	0	0	0	0	0	0	0	1	0
593	0	0	0	0	0	0	0	0	0	0	1	0
잔소리	0	0	0	0	0	0	0	0	0	0	1	0
체결	0	0	0	0	0	0	0	0	0	0	5	0
콘맨	0	0	0	0	0	0	0	0	0	0	0	1
닭장차	0	0	0	0	0	0	0	0	0	0	1	0
솔로	0	0	0	0	0	0	0	0	0	0	1	0
안나스	1	0	0	0	0	0	0	0	0	0	0	0
포레	0	0	0	0	0	0	0	0	0	0	1	0
일제시대	0	0	0	5	0	0	0	0	0	0	0	0
휘하	0	0	0	0	0	0	0	0	0	0	1	0
조작법	0	0	0	0	0	0	0	0	0	0	1	0
인도대상	0	0	0	0	0	0	0	0	0	0	1	0
표제작	0	0	0	0	0	0	0	0	0	0	1	0
격려사	0	0	0	0	0	0	0	0	0	0	1	0
역설	0	0	0	0	0	0	0	0	0	0	7	0
정당	0	2	0	0	0	0	0	0	0	0	7	0
항용	0	0	0	0	0	0	0	0	0	0	1	0
럭키	0	1	0	0	0	0	0	0	0	0	0	0
개인주도	0	0	0	0	0	0	0	0	0	0	1	0
갈수록	0	0	0	0	0	0	0	0	0	0	5	0
요직	0	0	0	0	0	0	0	0	0	0	1	0
밑바탕	0	0	0	0	0	0	0	0	0	0	1	0
간섭	0	0	0	0	0	0	0	0	0	0	1	0
恩寵	0	0	0	0	0	0	0	0	0	0	1	0
개봉시기	0	0	0	0	0	0	0	0	0	0	1	0
1840	0	0	0	1	0	0	0	0	0	0	0	0
여당내	0	1	0	0	0	0	0	0	0	0	0	0
以前	0	0	0	0	0	0	0	0	0	0	1	0
임금하한선	0	0	0	0	0	0	0	0	0	0	1	0
총독	0	0	0	0	0	0	0	0	0	0	3	0
변신	0	0	0	0	0	0	0	0	0	0	4	0
카인	1	0	0	0	0	0	0	0	0	0	0	0
국	0	0	0	0	0	0	0	0	0	0	6	0
이색	1	0	0	0	0	0	0	0	0	0	0	0
혈맹	0	0	0	0	0	0	0	0	0	0	1	0
故	0	0	0	0	0	0	0	0	0	0	1	0
저널	0	0	0	0	0	0	0	0	0	0	0	2
범죄자	0	0	0	0	0	0	0	0	0	0	1	0
요법	0	0	0	0	0	0	0	0	0	0	1	0
현대미술제	0	0	0	0	0	0	0	0	0	0	1	0
합작	0	0	0	0	0	0	0	0	0	0	1	0
이름표	0	0	0	0	0	0	0	0	0	0	1	0
휴양도시	0	0	0	0	0	0	0	0	0	0	1	0
이근철	1	0	0	0	0	0	0	0	0	0	0	0
왕창	0	0	0	0	0	0	0	0	0	0	2	0
『	0	0	0	0	0	0	0	0	0	0	1	0
현	0	0	0	0	0	0	0	0	0	0	10	0
면허	0	0	0	0	0	0	0	0	0	0	1	0
아바나	0	0	1	0	0	0	0	0	0	0	0	0
어미	0	0	0	0	0	0	0	0	0	0	2	0
그냥	0	0	0	0	0	0	0	0	0	0	18	0
포르투갈	0	0	1	0	0	0	0	0	0	0	0	0
디자이너	0	0	0	0	0	0	0	0	0	0	3	0
호기심	0	0	0	0	0	0	0	0	0	0	2	0
지대	0	0	0	0	0	0	0	0	0	0	3	0
감당	0	0	0	0	0	0	0	0	0	0	1	0
활동경력	0	0	0	0	0	0	0	0	0	0	1	0
조르주	1	0	0	0	0	0	0	0	0	0	0	0
집계내용	0	0	0	0	0	0	0	0	0	0	1	0
피의	0	0	0	0	0	0	0	0	0	0	1	0
특별앙코르	0	0	0	0	0	0	0	0	0	0	1	0
속화	0	0	0	0	0	0	0	0	0	0	1	0
건축공학	0	0	0	0	0	0	0	0	0	0	1	0
금융기관	0	0	0	0	0	0	0	0	0	0	1	0
기금	0	0	0	0	0	0	0	0	0	0	4	0
조차조약	0	1	0	0	0	0	0	0	0	0	0	0
기여	0	0	0	0	0	0	0	0	0	0	16	0
급격히	0	0	0	0	0	0	0	0	0	0	3	0
파업	0	0	0	0	0	0	0	0	0	0	2	0
갑작스레	0	0	0	0	0	0	0	0	0	0	2	0
미현이	8	0	0	0	0	0	0	0	0	0	0	0
등록기관	0	0	0	0	0	0	0	0	0	0	1	0
질시	0	0	0	0	0	0	0	0	0	0	1	0
존유	0	0	0	0	0	0	0	0	0	0	1	0
唯理論	0	0	0	0	0	0	0	0	0	0	1	0
활활	0	0	0	0	0	0	0	0	0	0	1	0
증가	0	0	0	0	0	0	0	0	0	0	14	0
천	0	0	0	3	0	0	0	0	0	0	39	8
오르내리	0	0	0	0	0	0	0	0	0	0	3	0
체육대회	0	0	0	0	0	0	0	0	0	0	1	0
종신형	0	0	0	0	0	0	0	0	0	0	1	0
부처간	0	0	0	0	0	0	0	0	0	0	1	0
상반신	0	0	0	0	0	0	0	0	0	0	1	0
남하	0	0	0	0	0	0	0	0	0	0	1	0
젓	0	0	0	0	0	0	0	0	0	0	1	0
팩스	0	0	0	0	0	0	0	0	0	0	1	0
캐릭터	0	0	0	0	0	0	0	0	0	0	3	0
아야만	0	0	0	0	0	0	0	0	0	0	1	0
한국관광	0	0	0	0	0	0	0	0	0	0	2	0
Pudua	0	1	0	0	0	0	0	0	0	0	0	0
소집단	0	0	0	0	0	0	0	0	0	0	1	0
영원히	0	0	0	0	0	0	0	0	0	0	1	0
연구프로그램	0	0	0	0	0	0	0	0	0	0	1	0
정치사	0	0	0	0	0	0	0	0	0	0	1	0
옷차림	0	0	0	0	0	0	0	0	0	0	2	0
데뷔	0	0	0	0	0	0	0	0	0	0	3	0
가계소비	0	0	0	0	0	0	0	0	0	0	1	0
방황	0	0	0	0	0	0	0	0	0	0	5	0
불법무기	0	0	0	0	0	0	0	0	0	0	1	0
주재국	0	0	0	0	0	0	0	0	0	0	1	0
수월	0	0	0	0	0	0	0	0	0	0	1	0
언제	0	0	0	0	0	0	0	0	0	0	9	0
맛	0	0	0	0	0	0	0	0	0	0	10	0
여관	0	0	0	0	0	0	0	0	0	0	3	0
건	0	0	0	0	0	0	0	0	0	0	23	0
양악	0	0	0	0	0	0	0	0	0	0	1	0
지휘자	0	0	0	0	0	0	0	0	0	0	1	0
숲속	0	0	0	0	0	0	0	0	0	0	2	0
도열	0	0	0	0	0	0	0	0	0	0	1	0
심하	0	0	0	0	0	0	0	0	0	0	10	0
새	0	1	0	0	0	0	0	0	0	0	36	0
붙들리	0	0	0	0	0	0	0	0	0	0	1	0
夏閑	0	0	0	0	0	0	0	0	0	0	1	0
공장	0	0	0	0	0	0	0	0	0	0	13	0
폭발사건	0	0	0	0	0	0	0	0	0	0	1	0
護敎	0	0	0	0	0	0	0	0	0	0	1	0
조국	63	0	0	0	0	0	0	0	0	0	2	0
쓸쓸	0	0	0	0	0	0	0	0	0	0	2	0
되레	0	0	0	0	0	0	0	0	0	0	2	0
양담배	0	0	0	0	0	0	0	0	0	0	1	0
성큼	0	0	0	0	0	0	0	0	0	0	1	0
고티	5	0	0	0	0	0	0	0	0	0	0	1
꾀	0	0	0	0	0	0	0	0	0	0	2	0
잘못되	0	0	0	0	0	0	0	0	0	0	3	0
가변	0	0	0	0	0	0	0	0	0	0	1	0
펄럭거리	0	0	0	0	0	0	0	0	0	0	1	0
범하	0	0	0	0	0	0	0	0	0	0	2	0
습니다요	0	0	0	0	0	0	0	0	0	0	1	0
노조	0	8	0	0	0	0	0	0	0	0	1	0
정자	0	0	0	0	0	0	0	0	0	0	1	0
t	0	0	0	0	0	0	0	0	0	0	4	0
인도네시아	0	0	2	0	0	0	0	0	0	0	0	0
토월극장	0	0	0	0	0	0	0	0	0	0	1	0
수중침투	0	0	0	0	0	0	0	0	0	0	1	0
풍	0	0	0	0	0	0	0	0	0	0	2	0
1664	0	0	0	1	0	0	0	0	0	0	0	0
원조	0	0	0	0	0	0	0	0	0	0	5	0
체계	0	0	0	0	0	0	0	0	0	0	30	0
광화문	0	0	0	0	0	0	0	0	0	0	3	0
음대	0	0	0	0	0	0	0	0	0	0	2	0
저명	0	0	0	0	0	0	0	0	0	0	2	0
비밀누설	0	0	0	0	0	0	0	0	0	0	1	0
스튜어디스	0	0	0	0	0	0	0	0	0	0	1	0
브래지어	0	0	0	0	0	0	0	0	0	0	1	0
